City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,hualmay,-11.0964,-77.6139,75.63,70,76,10.54,PE,1643734628
366,moquegua,-17.1956,-70.9353,74.19,44,55,11.25,PE,1643734628
367,melfort,52.8667,-104.6177,-14.04,76,44,11.5,CA,1643734629
368,margate,51.3813,1.3862,57.06,67,76,11.01,GB,1643734612
369,san cristobal,7.7669,-72.225,73.58,32,54,8.3,VE,1643734618
370,kedrovyy,56.1667,91.8167,-6.14,95,92,3.83,RU,1643734629
371,sneek,53.033,5.6589,48.15,87,100,8.99,NL,1643734630
372,lipari,38.4674,14.954,54.23,56,94,34.25,IT,1643734630
373,brantford,43.1334,-80.2664,36.25,66,99,5.99,CA,1643734630
374,nara,34.6851,135.8049,42.08,46,14,13.98,JP,1643734631
375,tarko-sale,64.9225,77.785,-7.47,100,93,5.5,RU,1643734631
376,chegdomyn,51.1167,133.0167,-17.84,100,94,1.43,RU,1643734631
377,ngunguru,-35.6167,174.5,70.16,89,100,17.92,NZ,1643734632
378,kirakira,-10.4544,161.9205,78.8,84,100,2.62,SB,1643734632
379,bundaberg,-24.85,152.35,78.22,90,40,1.99,AU,1643734632
380,vila do maio,15.1333,-23.2167,81.39,83,99,13.91,CV,1643734633
381,cidreira,-30.1811,-50.2056,75.85,63,91,9.06,BR,1643734633
382,indramayu,-6.3264,108.32,79.16,85,100,6.93,ID,1643734633
383,cayenne,4.9333,-52.3333,75.24,92,75,3.0,GF,1643734633
384,leningradskiy,69.3833,178.4167,-11.9,94,28,11.86,RU,1643734634
385,vana-vigala,58.7806,24.2522,23.04,99,100,0.38,EE,1643734634
386,mozelos,41.8677,-8.3978,65.82,67,13,2.8,PT,1643734635
387,haukipudas,65.1765,25.3523,16.14,93,100,9.37,FI,1643734635
388,rio grande,-32.035,-52.0986,81.95,47,0,11.5,BR,1643734635
389,talaya,61.3833,152.75,-7.33,99,100,5.84,RU,1643734635
390,manakara,-22.1333,48.0167,76.14,81,1,6.85,MG,1643734636
391,custoias,41.1053,-7.321,50.7,61,0,6.22,PT,1643734636
392,geraldton,-28.7667,114.6,86.41,26,98,17.27,AU,1643734636
393,alice springs,-23.7,133.8833,72.95,100,75,5.75,AU,1643734637
394,anloga,5.7947,0.8973,88.02,64,50,12.15,GH,1643734637
395,fort nelson,58.8053,-122.7002,-17.01,76,75,3.44,CA,1643734637
396,marshall,34.3834,-86.3333,58.96,40,0,7.0,US,1643734542
397,mouila,-1.8685,11.0559,77.83,86,59,5.21,GA,1643734638
398,alexandria,31.2156,29.9553,60.76,63,40,2.3,EG,1643734638
399,wokha,26.1,94.2667,39.78,98,91,1.48,IN,1643734639
400,halifax,44.6453,-63.5724,23.0,52,20,3.0,CA,1643734550
401,paso de los toros,-32.8167,-56.5167,79.14,31,0,3.8,UY,1643734639
402,nakamura,32.9833,132.9333,38.71,63,21,7.4,JP,1643734639
403,woodway,31.506,-97.205,65.97,81,92,4.0,US,1643734564
404,lakes entrance,-37.8811,147.981,60.57,75,68,14.76,AU,1643734640
405,arandis,-22.4167,14.9667,67.46,58,65,10.74,NA,1643734640
406,orchard homes,46.8633,-114.0484,24.6,82,100,3.0,US,1643734485
407,batticaloa,7.7102,81.6924,76.6,70,13,7.05,LK,1643734700
408,berlevag,70.8578,29.0864,19.2,53,0,5.75,NO,1643734701
409,amroha,28.9167,78.4667,53.67,73,0,8.84,IN,1643734701
410,shieli,44.1667,66.75,29.03,89,4,7.18,KZ,1643734701
411,tilichiki,60.4667,166.1,13.6,95,100,12.44,RU,1643734702
412,krasnoselkup,65.7,82.4667,2.7,97,98,8.88,RU,1643734702
413,coolum beach,-26.5333,153.1,80.11,91,100,8.39,AU,1643734702
414,aquiraz,-3.9014,-38.3911,87.89,61,48,13.6,BR,1643734703
415,abu kamal,34.4506,40.9171,53.02,52,0,9.1,SY,1643734703
416,asyut,27.181,31.1837,62.78,40,0,2.57,EG,1643734703
417,dongsheng,39.8161,109.9776,11.8,35,0,5.68,CN,1643734704
418,luzhou,28.8724,105.4405,45.14,90,100,2.98,CN,1643734704
419,teodoro sampaio,-22.5325,-52.1675,82.65,66,85,4.76,BR,1643734704
420,tomatlan,19.9333,-105.25,82.9,22,0,3.74,MX,1643734704
421,batouri,4.4333,14.3667,85.35,20,23,1.52,CM,1643734705
422,benguela,-12.5763,13.4055,79.38,64,57,8.12,AO,1643734705
423,peleduy,59.6289,112.7406,-3.86,100,100,3.36,RU,1643734705
424,grindavik,63.8424,-22.4338,36.07,93,75,21.85,IS,1643734706
425,san carlos de bariloche,-41.1456,-71.3082,73.24,37,0,21.85,AR,1643734706
426,xinmin,41.9908,122.8253,1.65,54,0,4.34,CN,1643734706
427,mahon,39.8885,4.2658,54.16,58,20,17.27,ES,1643734573
428,mogadishu,2.0371,45.3438,78.71,85,100,17.56,SO,1643734707
429,canterbury,51.279,1.0799,57.16,72,66,7.0,GB,1643734707
430,ilulissat,69.2167,-51.1,-1.34,83,100,4.45,GL,1643734707
431,toccoa,34.5773,-83.3324,54.86,44,0,0.0,US,1643734708
432,svetlaya,46.5389,138.3297,8.4,74,13,9.46,RU,1643734708
433,rawson,-43.3002,-65.1023,76.39,38,33,4.81,AR,1643734708
434,naifaru,5.4444,73.3657,83.17,75,24,17.38,MV,1643734708
435,roma,43.2128,-75.4557,34.84,49,62,5.01,US,1643734515
436,narodychi,51.2029,29.0823,22.62,92,98,8.39,UA,1643734709
437,broken hill,-31.95,141.4333,62.31,51,100,21.85,AU,1643734709
438,vilhena,-12.7406,-60.1458,79.02,73,75,11.5,BR,1643734466
439,maputo,-25.9653,32.5892,82.08,75,20,3.0,MZ,1643734710
440,matara,5.9485,80.5353,75.33,81,9,10.29,LK,1643734710
441,cache creek,50.8101,-121.3246,27.18,93,94,3.13,CA,1643734710
442,grand-lahou,5.1367,-5.0242,83.66,68,79,11.21,CI,1643734711
443,tarauaca,-8.1614,-70.7656,91.87,44,73,3.29,BR,1643734711
444,crotone,39.0851,17.1178,42.93,61,100,34.18,IT,1643734711
445,verkhnevilyuysk,63.4453,120.3167,-29.81,99,58,4.52,RU,1643734712
446,moore,35.3395,-97.4867,59.63,74,100,5.99,US,1643734712
447,gnjilane,42.4604,21.4699,33.21,85,100,6.06,XK,1643734712
448,manggar,-2.8833,108.2667,78.3,82,90,5.99,ID,1643734712
449,kurumkan,54.3,110.3,-15.05,93,81,3.87,RU,1643734713
450,raghogarh,24.45,77.2,64.4,50,0,0.69,IN,1643734713
451,saravan,39.7196,45.6483,23.65,80,7,6.73,AM,1643734713
452,coahuayana,18.7333,-103.6833,83.73,39,0,4.81,MX,1643734774
453,artyom,40.4723,50.333,41.14,81,12,21.0,AZ,1643734774
454,matay,28.419,30.7792,57.47,40,0,5.06,EG,1643734774
455,sohag,26.557,31.6948,64.69,41,0,2.73,EG,1643734775
456,ayan,56.45,138.1667,-3.23,71,94,13.04,RU,1643734775
457,manzhouli,49.6,117.4333,-15.14,96,11,6.87,CN,1643734775
458,pavlodolskaya,43.7192,44.4781,39.78,73,34,6.62,RU,1643734776
459,durg,21.1833,81.2833,68.18,27,1,4.41,IN,1643734776
460,beauchamps,50.012,1.5176,51.49,94,85,21.92,FR,1643734776
461,brandon,27.9378,-82.2859,72.3,58,0,1.99,US,1643734608
462,togur,58.3631,82.8265,19.71,95,100,8.19,RU,1643734777
463,gamba,-2.65,10.0,80.51,78,25,7.4,GA,1643734777
464,grajau,-5.8194,-46.1386,85.69,68,54,2.8,BR,1643734777
465,changji,44.0167,87.3167,2.19,85,40,0.0,CN,1643734778
466,goderich,43.7501,-81.7165,34.92,69,100,17.27,CA,1643734778
467,nizhniy kuranakh,58.8353,125.4869,-8.45,98,100,4.94,RU,1643734778
468,slave lake,55.2834,-114.769,-5.82,77,100,8.05,CA,1643734778
469,tchaourou,8.8865,2.5975,91.36,9,1,3.11,BJ,1643734779
470,luan,46.3592,6.9759,33.64,86,100,3.36,CH,1643734779
471,loubomo,-4.1997,12.6739,75.74,89,44,4.18,CG,1643734779
472,zavyalovo,54.5053,82.4484,22.82,96,91,7.43,RU,1643734780
473,letlhakeng,-24.0944,25.0298,81.68,43,73,12.73,BW,1643734780
474,comodoro rivadavia,-45.8667,-67.5,82.26,20,20,13.8,AR,1643734780
475,altamont,42.2068,-121.7372,27.79,82,6,3.89,US,1643734781
476,mareeba,-17.0,145.4333,74.44,96,99,2.44,AU,1643734649
477,mandurah,-32.55,115.7,69.22,54,11,23.67,AU,1643734758
478,kushmurun,52.4503,64.6311,14.59,92,94,10.42,KZ,1643734781
479,sol-iletsk,51.1631,54.9918,26.64,95,100,13.04,RU,1643734781
480,barao de melgaco,-16.1944,-55.9675,82.92,88,100,8.23,BR,1643734782
481,la roche-sur-yon,46.6667,-1.4333,49.55,87,100,16.11,FR,1643734782
482,williams lake,52.1415,-122.1445,18.97,85,75,1.99,CA,1643734782
483,ojinaga,29.5667,-104.4167,64.58,33,0,4.61,MX,1643734783
484,russell,32.3502,-85.1999,61.99,41,0,8.57,US,1643734783
485,olafsvik,64.8945,-23.7142,28.92,87,99,11.79,IS,1643734783
486,hamilton,39.1834,-84.5333,52.05,50,100,3.0,US,1643734784
487,richards bay,-28.783,32.0377,78.84,77,42,13.76,ZA,1643734784
488,marsh harbour,26.5412,-77.0636,67.75,53,23,14.18,BS,1643734784
489,preeceville,51.95,-102.6677,-11.24,89,97,16.75,CA,1643734785
490,santa rosa,14.3122,121.1114,78.78,74,61,11.39,PH,1643734785
491,anadyr,64.75,177.4833,18.1,62,20,26.84,RU,1643734785
492,jurilovca,44.7667,28.8667,39.81,87,100,3.18,RO,1643734786
493,newport,51.5877,-2.9984,56.25,80,100,15.39,GB,1643734628
494,cadillac,44.2519,-85.4012,40.17,60,0,13.8,US,1643734555
495,copiapo,-27.3667,-70.3333,71.29,36,11,9.53,CL,1643734786
496,trimbak,19.9333,73.55,65.1,36,0,3.87,IN,1643734786
497,puerto baquerizo moreno,-0.9,-89.6,79.79,74,75,11.5,EC,1643734787
498,trat,12.5,102.5,84.97,86,45,0.65,TH,1643734787
499,kloulklubed,7.0419,134.2556,82.0,76,100,17.45,PW,1643734847
500,bosconia,9.9689,-73.8836,95.41,25,29,5.61,CO,1643734848
501,oxapampa,-10.5775,-75.4017,60.35,99,100,2.48,PE,1643734848
502,kinshasa,-4.3246,15.3215,81.18,73,76,4.61,CD,1643734848
503,simao,22.7886,100.9748,49.05,69,0,2.59,CN,1643734848
504,gairatganj,23.4202,78.2385,62.58,49,0,4.74,IN,1643734849
505,bowen,-20.0167,148.2333,77.22,81,85,3.67,AU,1643734560
506,tinskoy,56.1525,96.9161,-4.97,100,93,1.97,RU,1643734849
507,tarragona,41.129,1.249,60.64,53,0,8.01,ES,1643734849
508,zhigansk,66.7697,123.3711,-28.88,99,94,8.16,RU,1643734850
509,moree,-29.4667,149.85,77.23,72,100,7.4,AU,1643734850
510,rio gallegos,-51.6226,-69.2181,53.69,42,71,47.09,AR,1643734851
511,saint-augustin,51.226,-58.6502,2.75,74,1,15.55,CA,1643734851
512,malinovoye ozero,51.6753,79.7825,1.51,99,86,4.61,RU,1643734851
513,shimizu,43.0061,142.8847,13.62,89,58,6.22,JP,1643734851
514,dudinka,69.4058,86.1778,8.67,94,100,14.67,RU,1643734852
515,ravar,31.2656,56.8055,54.27,50,10,12.66,IR,1643734852
516,arlit,18.7369,7.3853,70.74,8,0,5.06,NE,1643734853
517,san antonio,29.4241,-98.4936,64.53,87,100,2.44,US,1643734692
518,gelemso,8.8167,40.5167,64.02,33,87,6.08,ET,1643734853
519,dabwali,29.95,74.7333,54.46,53,0,4.32,IN,1643734853
520,auki,-8.7676,160.7034,77.67,85,100,3.69,SB,1643734854
521,shinpokh,34.3292,71.1782,52.25,30,4,4.14,PK,1643734854
522,lugovoy,42.9472,72.7644,29.75,67,0,5.97,KZ,1643734854
523,santa barbara,34.7333,-120.0343,52.83,49,77,2.28,US,1643734855
524,sambava,-14.2667,50.1667,79.86,81,64,14.94,MG,1643734855
525,torbay,47.6666,-52.7314,28.58,56,22,5.99,CA,1643734811
526,edd,13.9297,41.6925,79.9,68,20,5.77,ER,1643734856
527,necochea,-38.5473,-58.7368,82.04,29,0,16.67,AR,1643734812
528,manado,1.487,124.8455,77.77,94,40,2.3,ID,1643734856
529,mbandaka,0.0487,18.2603,82.58,36,6,2.71,CD,1643734856
530,ghosi,26.1083,83.5436,55.51,68,0,5.1,IN,1643734857
531,vila,42.0304,-8.1588,56.28,54,2,4.59,PT,1643734857
532,sovetskaya gavan,48.9723,140.2878,6.84,75,97,6.71,RU,1643734857
533,escarcega,18.6089,-90.7454,83.44,46,17,6.22,MX,1643734858
534,halver,51.1861,7.4982,45.54,96,100,17.36,DE,1643734858
535,tambo,-14.8,-73.9167,43.45,64,85,9.62,PE,1643734858
536,honningsvag,70.9821,25.9704,20.95,68,48,21.85,NO,1643734859
537,kibala,9.1104,18.3463,83.95,12,37,2.08,TD,1643734859
538,bosaso,11.2842,49.1816,77.27,77,76,5.19,SO,1643734859
539,san carlos,9.6612,-68.5827,95.23,28,64,4.36,VE,1643734860
540,san vicente,-26.6167,-54.1333,96.73,13,0,3.6,AR,1643734860
541,neiafu,-18.65,-173.9833,80.04,72,18,6.58,TO,1643734860
542,umm lajj,25.0213,37.2685,70.32,31,0,15.48,SA,1643734861
543,stokmarknes,68.5646,14.9108,30.16,46,0,14.97,NO,1643734706
544,hofn,64.2539,-15.2082,22.59,59,2,8.05,IS,1643734861
